MONTHS_WORKED;HOURS_PER_WEEK;SALARY;URBAN_RURAL;SEX;AGE;SEX_BK;OCCUPATION_BK;OCCUPATION
12;48;800000.0;1;1;19;M;cantero;13
5;60;2000000.0;1;1;25;M;cantero;13
12;48;720000.0;1;0;29;F;cantero;13
12;48;800000.0;1;0;54;F;cantero;13
12;60;700000.0;1;0;43;F;cantero;13
12;60;700000.0;1;0;43;F;cantero;13
12;40;1200000.0;1;0;69;F;cantero;13
12;60;2500000.0;1;0;23;F;cantero;13
12;48;800000.0;1;0;54;F;cantero;13
12;48;1160000.0;1;1;6;M;cantero;13
2;15;200000.0;2;0;85;F;cantero;13
2;15;200000.0;2;0;85;F;cantero;13
12;40;1400000.0;1;0;71;F;cantero;13
12;48;800000.0;1;0;54;F;cantero;13
12;60;1500000.0;1;0;13;F;cantero;13
12;60;700000.0;1;0;43;F;cantero;13
12;48;3500000.0;1;0;79;F;cantero;13
12;24;90000.0;1;0;6;F;cantero;13
12;60;2500000.0;1;0;23;F;cantero;13
12;60;240000.0;1;1;61;M;cantero;13
12;40;1200000.0;1;0;69;F;cantero;13
12;24;90000.0;1;0;6;F;cantero;13
12;12;400000.0;1;0;44;F;cantero;13
12;48;500000.0;1;0;62;F;cantero;13
12;48;600000.0;1;1;62;M;cantero;13
12;30;100000.0;1;0;75;F;cantero;13
12;30;100000.0;1;0;75;F;cantero;13
5;60;2000000.0;1;1;25;M;cantero;13
5;60;2000000.0;1;1;25;M;cantero;13
12;60;1200000.0;1;1;47;M;cantero;13
12;40;1400000.0;1;0;71;F;cantero;13
12;42;1500000.0;1;0;49;F;cantero;13
12;60;240000.0;1;1;61;M;cantero;13
12;48;1160000.0;1;1;35;M;cantero;13
12;48;500000.0;1;0;62;F;cantero;13
12;48;1160000.0;1;1;35;M;cantero;13
12;60;1500000.0;1;0;13;F;cantero;13
12;48;500000.0;1;1;69;M;cantero;13
12;60;700000.0;1;0;43;F;cantero;13
12;48;600000.0;1;0;18;F;cantero;13
12;48;3500000.0;1;0;79;F;cantero;13
12;42;1500000.0;1;0;49;F;cantero;13
12;60;700000.0;1;0;43;F;cantero;13
12;60;1200000.0;1;1;47;M;cantero;13
12;12;400000.0;1;0;44;F;cantero;13
12;60;700000.0;2;0;78;F;cantero;13
12;48;1160000.0;1;1;35;M;cantero;13
12;48;800000.0;1;0;54;F;cantero;13
12;48;1160000.0;1;1;35;M;cantero;13
12;40;1200000.0;1;0;69;F;cantero;13
12;48;100000.0;1;1;35;M;cantero;13
12;18;240000.0;2;0;44;F;cantero;13
12;48;3500000.0;1;0;79;F;cantero;13
12;40;1400000.0;1;0;71;F;cantero;13
12;24;90000.0;1;0;6;F;cantero;13
12;48;500000.0;1;0;62;F;cantero;13
12;48;1000000.0;1;0;11;F;cantero;13
12;60;1200000.0;1;1;47;M;cantero;13
12;48;3500000.0;1;0;79;F;cantero;13
12;60;3000000.0;1;0;13;F;cantero;13
12;60;180000.0;1;0;56;F;cantero;13
12;48;1000000.0;1;0;11;F;cantero;13
12;48;1160000.0;1;1;35;M;cantero;13
12;48;500000.0;1;1;69;M;cantero;13
12;48;600000.0;1;0;18;F;cantero;13
12;48;3500000.0;1;0;79;F;cantero;13
12;60;2500000.0;1;0;23;F;cantero;13
10;37;600000.0;1;1;44;M;cantero;13
5;60;2000000.0;1;1;25;M;cantero;13
12;42;1500000.0;1;0;49;F;cantero;13
12;60;700000.0;1;0;43;F;cantero;13
12;48;1400000.0;1;1;28;M;cantero;13
12;48;500000.0;1;1;69;M;cantero;13
12;48;720000.0;1;0;29;F;cantero;13
12;12;400000.0;1;0;44;F;cantero;13
12;40;800000.0;2;0;69;F;cantero;13
12;55;500000.0;1;1;24;M;cantero;13
12;48;100000.0;1;1;35;M;cantero;13
12;40;1400000.0;1;0;71;F;cantero;13
12;48;1000000.0;1;0;11;F;cantero;13
12;48;800000.0;1;1;19;M;cantero;13
12;48;600000.0;1;1;62;M;cantero;13
12;48;800000.0;1;1;19;M;cantero;13
12;48;720000.0;1;0;29;F;cantero;13
12;30;100000.0;1;0;75;F;cantero;13
12;24;90000.0;1;0;6;F;cantero;13
12;60;2500000.0;1;0;23;F;cantero;13
12;60;700000.0;2;0;78;F;cantero;13
12;48;3500000.0;1;0;79;F;cantero;13
12;40;1400000.0;1;0;71;F;cantero;13
12;48;3500000.0;1;0;79;F;cantero;13
12;48;1000000.0;1;0;11;F;cantero;13
12;60;1200000.0;1;1;47;M;cantero;13
12;48;720000.0;1;0;29;F;cantero;13
2;15;200000.0;2;0;85;F;cantero;13
12;48;500000.0;1;0;62;F;cantero;13
12;30;400000.0;1;1;6;M;cantero;13
12;48;1160000.0;1;1;35;M;cantero;13
12;48;1160000.0;1;1;6;M;cantero;13
12;48;3500000.0;1;0;79;F;cantero;13
12;40;1200000.0;1;0;69;F;cantero;13
12;40;800000.0;2;0;69;F;cantero;13
12;18;240000.0;2;0;44;F;cantero;13
12;60;240000.0;1;1;61;M;cantero;13
12;40;800000.0;2;0;69;F;cantero;13
12;48;1160000.0;1;1;35;M;cantero;13
12;48;720000.0;1;0;29;F;cantero;13
12;48;500000.0;1;0;62;F;cantero;13
12;30;100000.0;1;0;75;F;cantero;13
5;60;2000000.0;1;1;25;M;cantero;13
12;60;700000.0;2;0;78;F;cantero;13
2;15;200000.0;2;0;85;F;cantero;13
12;84;3500000.0;1;0;36;F;cantero;13
5;60;2000000.0;1;1;25;M;cantero;13
12;24;90000.0;1;0;6;F;cantero;13
12;40;1400000.0;1;0;71;F;cantero;13
12;24;90000.0;1;0;6;F;cantero;13
12;48;800000.0;1;1;19;M;cantero;13
12;60;700000.0;1;0;43;F;cantero;13
12;48;800000.0;1;1;19;M;cantero;13
12;60;3000000.0;1;0;13;F;cantero;13
12;60;700000.0;2;0;78;F;cantero;13
12;48;600000.0;1;0;18;F;cantero;13
12;60;180000.0;1;0;56;F;cantero;13
12;12;400000.0;1;0;44;F;cantero;13
12;30;100000.0;1;0;75;F;cantero;13
12;12;400000.0;1;0;44;F;cantero;13
12;60;1500000.0;1;0;13;F;cantero;13
12;48;100000.0;1;1;35;M;cantero;13
12;60;1200000.0;1;1;47;M;cantero;13
12;60;1200000.0;1;1;47;M;cantero;13
12;40;300000.0;1;1;7;M;carpintero;14
12;40;700000.0;1;0;7;F;carpintero;14
1;44;600000.0;1;0;38;F;carpintero;14
12;10;500000.0;1;0;50;F;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
6;48;400000.0;1;1;16;M;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
12;67;1300000.0;1;1;22;M;carpintero;14
12;48;1500000.0;1;1;19;M;carpintero;14
2;48;1000000.0;1;1;27;M;carpintero;14
12;48;500000.0;1;1;17;M;carpintero;14
12;30;800000.0;1;0;41;F;carpintero;14
12;48;1300000.0;1;0;51;F;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
12;10;85000.0;1;0;19;F;carpintero;14
12;44;1000000.0;1;0;35;F;carpintero;14
12;48;1000000.0;1;1;12;M;carpintero;14
12;48;600000.0;1;0;43;F;carpintero;14
12;67;1300000.0;1;1;22;M;carpintero;14
12;48;1000000.0;1;1;42;M;carpintero;14
12;48;1500000.0;1;1;19;M;carpintero;14
12;40;1100000.0;2;0;5;F;carpintero;14
12;40;1100000.0;2;0;5;F;carpintero;14
12;50;1200000.0;1;0;34;F;carpintero;14
12;48;1900000.0;1;1;65;M;carpintero;14
12;48;1900000.0;1;1;65;M;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
12;44;600000.0;1;0;8;F;carpintero;14
12;48;1160000.0;1;1;25;M;carpintero;14
12;48;1100000.0;1;1;42;M;carpintero;14
8;20;180000.0;1;0;61;F;carpintero;14
12;67;1300000.0;1;1;22;M;carpintero;14
12;40;1100000.0;2;0;5;F;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
8;20;180000.0;1;0;61;F;carpintero;14
12;32;1160000.0;1;0;17;F;carpintero;14
12;44;1000000.0;1;0;35;F;carpintero;14
12;44;1000000.0;1;0;35;F;carpintero;14
12;44;600000.0;1;0;8;F;carpintero;14
12;40;1100000.0;2;0;5;F;carpintero;14
12;48;500000.0;1;1;43;M;carpintero;14
12;48;500000.0;1;1;17;M;carpintero;14
12;50;800000.0;1;0;62;F;carpintero;14
12;22;800000.0;1;0;12;F;carpintero;14
12;44;1000000.0;1;0;35;F;carpintero;14
12;48;1100000.0;1;1;42;M;carpintero;14
6;48;400000.0;1;1;16;M;carpintero;14
12;10;85000.0;1;0;19;F;carpintero;14
12;67;1300000.0;1;1;22;M;carpintero;14
12;32;1160000.0;1;0;17;F;carpintero;14
12;22;800000.0;1;0;12;F;carpintero;14
12;50;800000.0;1;0;62;F;carpintero;14
12;40;300000.0;1;1;7;M;carpintero;14
12;48;1900000.0;1;1;65;M;carpintero;14
12;54;1000000.0;2;1;28;M;carpintero;14
12;44;600000.0;1;0;8;F;carpintero;14
12;49;1800000.0;1;1;8;M;carpintero;14
12;48;1000000.0;1;1;42;M;carpintero;14
12;48;1000000.0;1;1;42;M;carpintero;14
12;44;600000.0;1;0;8;F;carpintero;14
12;22;800000.0;1;0;12;F;carpintero;14
12;40;300000.0;1;1;7;M;carpintero;14
12;48;1160000.0;1;1;25;M;carpintero;14
12;32;1160000.0;1;0;17;F;carpintero;14
12;48;500000.0;1;1;43;M;carpintero;14
12;40;1100000.0;2;0;5;F;carpintero;14
12;48;1160000.0;1;0;33;F;carpintero;14
12;67;1300000.0;1;1;22;M;carpintero;14
12;10;500000.0;1;0;50;F;carpintero;14
12;49;1800000.0;1;1;8;M;carpintero;14
12;40;400000.0;1;0;43;F;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
12;32;1160000.0;1;0;17;F;carpintero;14
12;48;1160000.0;1;0;33;F;carpintero;14
12;48;1900000.0;1;1;65;M;carpintero;14
12;44;1000000.0;1;0;35;F;carpintero;14
12;48;1500000.0;1;1;19;M;carpintero;14
12;40;700000.0;1;0;7;F;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
12;30;800000.0;1;0;41;F;carpintero;14
12;10;85000.0;1;0;19;F;carpintero;14
12;67;1300000.0;1;1;22;M;carpintero;14
12;40;700000.0;1;0;7;F;carpintero;14
12;40;700000.0;1;0;7;F;carpintero;14
12;32;1160000.0;1;0;17;F;carpintero;14
12;48;1500000.0;1;1;19;M;carpintero;14
12;10;85000.0;1;0;19;F;carpintero;14
12;48;500000.0;1;1;43;M;carpintero;14
12;48;500000.0;1;1;43;M;carpintero;14
12;22;800000.0;1;0;12;F;carpintero;14
10;40;700000.0;1;1;46;M;carpintero;14
12;50;700000.0;1;0;10;F;carpintero;14
12;48;500000.0;1;1;17;M;carpintero;14
12;48;1000000.0;1;1;42;M;carpintero;14
12;40;300000.0;1;1;7;M;carpintero;14
12;40;1100000.0;2;0;5;F;carpintero;14
12;48;1500000.0;1;1;19;M;carpintero;14
6;48;400000.0;1;1;16;M;carpintero;14
12;32;1160000.0;1;0;17;F;carpintero;14
12;40;400000.0;1;0;43;F;carpintero;14
12;54;1000000.0;2;1;28;M;carpintero;14
12;30;800000.0;1;0;41;F;carpintero;14
12;22;800000.0;1;0;12;F;carpintero;14
2;48;1000000.0;1;1;27;M;carpintero;14
12;48;500000.0;1;1;43;M;carpintero;14
12;50;1200000.0;1;0;34;F;carpintero;14
12;48;600000.0;1;0;43;F;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
12;48;1160000.0;1;1;25;M;carpintero;14
12;30;800000.0;1;0;41;F;carpintero;14
12;48;1160000.0;1;0;23;F;carpintero;14
6;48;400000.0;1;1;16;M;carpintero;14
12;40;300000.0;1;1;7;M;carpintero;14
12;40;300000.0;1;1;7;M;carpintero;14
12;10;500000.0;1;0;50;F;carpintero;14
12;48;1160000.0;1;0;23;F;carpintero;14
10;40;700000.0;1;1;46;M;carpintero;14
12;48;500000.0;1;1;17;M;carpintero;14
12;48;1000000.0;1;1;12;M;carpintero;14
12;10;85000.0;1;0;19;F;carpintero;14
12;48;1300000.0;1;0;51;F;carpintero;14
12;48;1100000.0;1;1;42;M;carpintero;14
12;50;800000.0;1;0;62;F;carpintero;14
12;48;1000000.0;1;1;12;M;carpintero;14
12;48;500000.0;1;1;17;M;carpintero;14
6;48;400000.0;1;1;16;M;carpintero;14
12;48;1100000.0;1;1;42;M;carpintero;14
12;32;1160000.0;1;0;17;F;carpintero;14
12;48;600000.0;1;0;43;F;carpintero;14
12;40;300000.0;1;1;7;M;carpintero;14
12;44;1000000.0;1;0;35;F;carpintero;14
12;48;600000.0;1;0;43;F;carpintero;14
12;30;800000.0;1;0;41;F;carpintero;14
12;48;1100000.0;1;1;42;M;carpintero;14
12;40;700000.0;1;0;7;F;carpintero;14
1;44;600000.0;1;0;38;F;carpintero;14
12;48;1160000.0;1;0;33;F;carpintero;14
12;48;1000000.0;1;1;12;M;carpintero;14
12;50;700000.0;1;0;10;F;carpintero;14
12;44;1000000.0;1;0;35;F;carpintero;14
12;48;500000.0;1;1;43;M;carpintero;14
12;48;1100000.0;1;1;42;M;carpintero;14
12;10;85000.0;1;0;19;F;carpintero;14
12;67;1300000.0;1;1;22;M;carpintero;14
12;48;1300000.0;1;0;51;F;carpintero;14
2;48;1000000.0;1;1;27;M;carpintero;14
12;50;700000.0;1;0;10;F;carpintero;14
12;50;700000.0;1;0;10;F;carpintero;14
12;40;1100000.0;2;0;5;F;carpintero;14
12;48;1500000.0;1;1;19;M;carpintero;14
12;48;1100000.0;1;1;42;M;carpintero;14
12;54;1000000.0;2;1;28;M;carpintero;14
12;44;1000000.0;1;0;35;F;carpintero;14
12;48;1100000.0;1;1;42;M;carpintero;14
12;48;1500000.0;1;1;19;M;carpintero;14
12;44;600000.0;1;0;8;F;carpintero;14
12;48;1160000.0;1;0;33;F;carpintero;14
12;30;800000.0;1;0;41;F;carpintero;14
12;48;1000000.0;1;1;12;M;carpintero;14
12;48;1000000.0;1;1;12;M;carpintero;14
12;32;1160000.0;1;0;17;F;carpintero;14
8;20;180000.0;1;0;61;F;carpintero;14
12;49;1800000.0;1;1;8;M;carpintero;14
12;48;1900000.0;1;1;65;M;carpintero;14
12;48;1160000.0;1;1;25;M;carpintero;14
12;48;1160000.0;1;1;41;M;carpintero;14
12;48;1160000.0;1;1;25;M;carpintero;14
12;10;85000.0;1;0;19;F;carpintero;14
12;32;1160000.0;1;0;17;F;carpintero;14
12;40;700000.0;1;0;7;F;carpintero;14
12;67;1300000.0;1;1;22;M;carpintero;14
12;49;1800000.0;1;1;8;M;carpintero;14
12;50;700000.0;1;0;10;F;carpintero;14
12;48;1160000.0;1;1;41;M;carpintero;14
12;49;1800000.0;1;1;8;M;carpintero;14
12;44;1000000.0;1;0;35;F;carpintero;14
12;22;800000.0;1;0;12;F;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
12;48;1160000.0;1;0;23;F;carpintero;14
12;50;700000.0;1;0;10;F;carpintero;14
2;48;1000000.0;1;1;27;M;carpintero;14
12;48;1900000.0;1;1;65;M;carpintero;14
12;49;1800000.0;1;1;8;M;carpintero;14
12;54;1000000.0;2;1;28;M;carpintero;14
12;48;1160000.0;1;0;23;F;carpintero;14
12;48;500000.0;1;1;17;M;carpintero;14
12;48;600000.0;1;0;43;F;carpintero;14
12;40;1100000.0;2;0;5;F;carpintero;14
10;40;700000.0;1;1;46;M;carpintero;14
12;32;1160000.0;1;0;17;F;carpintero;14
12;48;500000.0;1;1;43;M;carpintero;14
1;44;600000.0;1;0;38;F;carpintero;14
6;48;400000.0;1;1;16;M;carpintero;14
12;10;500000.0;1;0;50;F;carpintero;14
12;48;1000000.0;1;1;42;M;carpintero;14
12;48;1160000.0;1;1;25;M;carpintero;14
12;48;1500000.0;1;1;19;M;carpintero;14
12;48;1160000.0;1;0;23;F;carpintero;14
12;49;1800000.0;1;1;8;M;carpintero;14
8;20;180000.0;1;0;61;F;carpintero;14
12;48;1160000.0;1;0;23;F;carpintero;14
12;10;500000.0;1;0;50;F;carpintero;14
12;48;1160000.0;1;1;41;M;carpintero;14
12;54;1000000.0;2;1;28;M;carpintero;14
12;50;800000.0;1;0;62;F;carpintero;14
12;22;800000.0;1;0;12;F;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
12;54;1000000.0;2;1;28;M;carpintero;14
12;48;1100000.0;1;1;42;M;carpintero;14
12;50;700000.0;1;0;10;F;carpintero;14
12;48;1160000.0;1;1;41;M;carpintero;14
12;22;800000.0;1;0;12;F;carpintero;14
12;40;400000.0;1;0;43;F;carpintero;14
12;48;1160000.0;1;1;25;M;carpintero;14
12;22;800000.0;1;0;12;F;carpintero;14
12;48;1160000.0;1;1;41;M;carpintero;14
12;49;1800000.0;1;1;8;M;carpintero;14
6;48;400000.0;1;1;16;M;carpintero;14
12;22;800000.0;1;0;12;F;carpintero;14
1;44;600000.0;1;0;38;F;carpintero;14
12;50;1200000.0;1;0;34;F;carpintero;14
12;32;1160000.0;1;0;17;F;carpintero;14
12;48;1160000.0;1;1;41;M;carpintero;14
2;48;1000000.0;1;1;27;M;carpintero;14
12;40;1100000.0;2;0;5;F;carpintero;14
12;48;1000000.0;1;1;42;M;carpintero;14
12;48;1160000.0;1;0;33;F;carpintero;14
12;48;500000.0;1;1;43;M;carpintero;14
12;48;1160000.0;1;1;25;M;carpintero;14
12;48;500000.0;1;1;43;M;carpintero;14
12;49;1800000.0;1;1;8;M;carpintero;14
12;67;1300000.0;1;1;22;M;carpintero;14
12;40;1100000.0;2;0;5;F;carpintero;14
12;67;1300000.0;1;1;22;M;carpintero;14
12;40;700000.0;1;0;7;F;carpintero;14
8;20;180000.0;1;0;61;F;carpintero;14
12;48;500000.0;1;1;17;M;carpintero;14
12;10;500000.0;1;0;50;F;carpintero;14
12;44;600000.0;1;0;8;F;carpintero;14
12;67;1300000.0;1;1;22;M;carpintero;14
12;48;500000.0;1;1;17;M;carpintero;14
12;48;1100000.0;1;1;42;M;carpintero;14
1;44;600000.0;1;0;38;F;carpintero;14
12;50;700000.0;1;0;10;F;carpintero;14
12;22;800000.0;1;0;12;F;carpintero;14
12;40;400000.0;1;0;43;F;carpintero;14
12;22;800000.0;1;0;12;F;carpintero;14
8;20;180000.0;1;0;61;F;carpintero;14
12;44;600000.0;1;0;8;F;carpintero;14
12;40;1100000.0;2;0;5;F;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
12;54;1000000.0;2;1;28;M;carpintero;14
12;48;1000000.0;1;1;42;M;carpintero;14
12;48;1500000.0;1;1;19;M;carpintero;14
12;48;500000.0;1;1;17;M;carpintero;14
12;10;85000.0;1;0;19;F;carpintero;14
12;48;600000.0;1;0;43;F;carpintero;14
12;48;1900000.0;1;1;65;M;carpintero;14
12;48;1160000.0;1;0;23;F;carpintero;14
1;44;600000.0;1;0;38;F;carpintero;14
12;40;700000.0;1;0;7;F;carpintero;14
12;48;500000.0;1;1;17;M;carpintero;14
6;48;400000.0;1;1;16;M;carpintero;14
12;44;600000.0;1;0;8;F;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
12;67;1300000.0;1;1;22;M;carpintero;14
12;40;1100000.0;2;0;5;F;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
12;40;1100000.0;2;0;5;F;carpintero;14
12;49;1800000.0;1;1;8;M;carpintero;14
12;40;1100000.0;2;0;5;F;carpintero;14
12;48;1900000.0;1;1;65;M;carpintero;14
1;44;600000.0;1;0;38;F;carpintero;14
12;50;1200000.0;1;0;34;F;carpintero;14
12;10;85000.0;1;0;19;F;carpintero;14
6;48;400000.0;1;1;16;M;carpintero;14
12;48;1500000.0;1;1;19;M;carpintero;14
12;50;700000.0;1;0;10;F;carpintero;14
12;48;1160000.0;1;0;33;F;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
12;48;500000.0;1;1;17;M;carpintero;14
12;48;1300000.0;1;0;51;F;carpintero;14
12;48;1160000.0;1;1;41;M;carpintero;14
12;48;1000000.0;1;1;12;M;carpintero;14
12;50;700000.0;1;0;10;F;carpintero;14
12;30;800000.0;1;0;41;F;carpintero;14
1;44;600000.0;1;0;38;F;carpintero;14
12;67;1300000.0;1;1;22;M;carpintero;14
12;32;1160000.0;1;0;17;F;carpintero;14
12;44;1000000.0;1;0;35;F;carpintero;14
12;49;1800000.0;1;1;8;M;carpintero;14
12;44;600000.0;1;0;8;F;carpintero;14
12;48;600000.0;1;0;43;F;carpintero;14
12;48;500000.0;1;1;17;M;carpintero;14
12;48;1160000.0;1;0;33;F;carpintero;14
6;48;400000.0;1;1;16;M;carpintero;14
12;40;300000.0;1;1;7;M;carpintero;14
6;48;400000.0;1;1;16;M;carpintero;14
12;30;800000.0;1;0;41;F;carpintero;14
12;10;85000.0;1;0;19;F;carpintero;14
12;50;1200000.0;1;0;34;F;carpintero;14
12;48;600000.0;1;0;43;F;carpintero;14
12;40;400000.0;1;0;43;F;carpintero;14
12;44;1000000.0;1;0;35;F;carpintero;14
12;32;1160000.0;1;0;17;F;carpintero;14
12;48;1000000.0;1;1;42;M;carpintero;14
12;48;1300000.0;1;0;51;F;carpintero;14
12;30;800000.0;1;0;41;F;carpintero;14
12;49;1800000.0;1;1;8;M;carpintero;14
12;44;1000000.0;1;0;35;F;carpintero;14
12;48;500000.0;1;1;17;M;carpintero;14
12;30;800000.0;1;0;41;F;carpintero;14
12;48;1300000.0;1;0;51;F;carpintero;14
12;48;1000000.0;1;1;12;M;carpintero;14
12;48;1000000.0;1;1;12;M;carpintero;14
12;50;700000.0;1;0;10;F;carpintero;14
12;48;1100000.0;1;1;42;M;carpintero;14
12;48;500000.0;1;1;17;M;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
12;48;1900000.0;1;1;65;M;carpintero;14
12;40;300000.0;1;1;7;M;carpintero;14
12;48;600000.0;1;0;43;F;carpintero;14
12;40;400000.0;1;0;43;F;carpintero;14
12;48;1160000.0;1;0;33;F;carpintero;14
12;32;1160000.0;1;0;17;F;carpintero;14
12;67;1300000.0;1;1;22;M;carpintero;14
12;48;1300000.0;1;0;51;F;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
12;44;600000.0;1;0;8;F;carpintero;14
12;49;1800000.0;1;1;8;M;carpintero;14
12;40;400000.0;1;0;43;F;carpintero;14
12;48;1100000.0;1;1;42;M;carpintero;14
12;40;1100000.0;2;0;5;F;carpintero;14
12;48;500000.0;1;1;43;M;carpintero;14
12;48;1000000.0;1;1;12;M;carpintero;14
12;48;1160000.0;1;1;41;M;carpintero;14
12;22;800000.0;1;0;12;F;carpintero;14
12;10;85000.0;1;0;19;F;carpintero;14
12;50;800000.0;1;0;62;F;carpintero;14
12;48;1500000.0;1;1;19;M;carpintero;14
12;48;1160000.0;1;1;41;M;carpintero;14
12;50;800000.0;1;0;62;F;carpintero;14
12;48;1160000.0;1;0;23;F;carpintero;14
8;20;180000.0;1;0;61;F;carpintero;14
12;50;1200000.0;1;0;34;F;carpintero;14
12;48;500000.0;1;1;17;M;carpintero;14
8;20;180000.0;1;0;61;F;carpintero;14
12;49;1800000.0;1;1;8;M;carpintero;14
12;30;800000.0;1;0;41;F;carpintero;14
2;48;1000000.0;1;1;27;M;carpintero;14
12;48;1500000.0;1;1;19;M;carpintero;14
12;48;500000.0;1;1;17;M;carpintero;14
12;44;1000000.0;1;0;35;F;carpintero;14
12;42;300000.0;1;1;38;M;carpintero;14
12;10;500000.0;1;0;50;F;carpintero;14
12;48;1100000.0;1;1;42;M;carpintero;14
12;48;1300000.0;1;0;51;F;carpintero;14
12;50;700000.0;1;0;10;F;carpintero;14
12;48;600000.0;1;0;43;F;carpintero;14
12;40;400000.0;1;0;43;F;carpintero;14
12;48;1160000.0;1;1;41;M;carpintero;14
12;48;1300000.0;1;0;51;F;carpintero;14
8;20;180000.0;1;0;61;F;carpintero;14
12;40;300000.0;1;1;7;M;carpintero;14
1;44;600000.0;1;0;38;F;carpintero;14
12;30;800000.0;1;0;41;F;carpintero;14
12;48;910000.0;1;1;26;M;chef;15
12;48;1600000.0;1;0;6;F;chef;15
11;40;1750000.0;1;0;67;F;chef;15
12;70;1100000.0;1;0;18;F;chef;15
12;48;1800000.0;1;0;65;F;chef;15
12;48;1600000.0;1;0;6;F;chef;15
12;48;910000.0;1;1;26;M;chef;15
12;40;1000000.0;1;1;15;M;chef;15
12;56;1600000.0;1;0;27;F;chef;15
11;40;1750000.0;1;0;67;F;chef;15
12;24;400000.0;1;0;24;F;chef;15
12;45;1160000.0;1;0;63;F;chef;15
10;60;1510000.0;1;1;17;M;chef;15
11;60;2100000.0;1;1;18;M;chef;15
12;56;1600000.0;1;0;27;F;chef;15
12;56;1500000.0;1;0;35;F;chef;15
11;40;1750000.0;1;0;67;F;chef;15
12;56;1600000.0;1;0;27;F;chef;15
12;48;2266000.0;1;0;58;F;chef;15
11;60;2100000.0;1;1;18;M;chef;15
12;48;1600000.0;1;0;6;F;chef;15
12;48;1800000.0;1;0;65;F;chef;15
12;48;1800000.0;1;1;84;M;chef;15
12;70;1500000.0;1;0;40;F;chef;15
12;50;2450000.0;1;0;19;F;chef;15
12;50;1500000.0;1;1;8;M;chef;15
12;48;2000000.0;1;1;23;M;chef;15
12;48;910000.0;1;1;26;M;chef;15
12;45;1160000.0;1;0;63;F;chef;15
12;48;1800000.0;1;1;84;M;chef;15
12;48;2000000.0;1;1;23;M;chef;15
12;48;2000000.0;1;1;23;M;chef;15
12;48;1320000.0;1;1;8;M;chef;15
12;48;3000000.0;2;0;52;F;chef;15
12;70;1100000.0;1;0;18;F;chef;15
12;48;1300000.0;1;0;22;F;chef;15
12;70;1280000.0;1;0;39;F;chef;15
12;48;1600000.0;1;0;6;F;chef;15
12;48;1320000.0;1;1;8;M;chef;15
12;48;910000.0;1;1;26;M;chef;15
12;56;1500000.0;1;0;35;F;chef;15
12;50;2450000.0;1;0;19;F;chef;15
10;60;1510000.0;1;1;17;M;chef;15
12;48;1800000.0;1;0;65;F;chef;15
12;40;1760000.0;1;0;14;F;chef;15
12;84;1900000.0;1;0;74;F;chef;15
12;50;2450000.0;1;0;19;F;chef;15
11;60;2100000.0;1;1;18;M;chef;15
12;70;1100000.0;1;0;18;F;chef;15
12;48;1800000.0;1;1;84;M;chef;15
11;60;2100000.0;1;1;18;M;chef;15
12;70;1600000.0;1;0;28;F;chef;15
12;48;1600000.0;1;0;6;F;chef;15
12;84;1400000.0;1;1;19;M;chef;15
12;48;2266000.0;1;0;58;F;chef;15
12;70;1280000.0;1;0;39;F;chef;15
12;70;1500000.0;1;0;40;F;chef;15
12;45;1160000.0;1;0;63;F;chef;15
12;48;1320000.0;1;1;8;M;chef;15
12;24;400000.0;1;0;24;F;chef;15
12;40;1760000.0;1;0;14;F;chef;15
12;48;2266000.0;1;0;58;F;chef;15
12;45;1160000.0;1;0;63;F;chef;15
10;60;1510000.0;1;1;17;M;chef;15
12;70;1500000.0;1;0;40;F;chef;15
12;50;1500000.0;1;1;8;M;chef;15
12;70;1500000.0;1;0;40;F;chef;15
12;70;1100000.0;1;0;18;F;chef;15
11;60;2100000.0;1;1;18;M;chef;15
12;50;1500000.0;1;1;8;M;chef;15
12;70;1280000.0;1;0;39;F;chef;15
12;48;1300000.0;1;0;22;F;chef;15
12;70;1280000.0;1;0;39;F;chef;15
12;24;400000.0;1;0;24;F;chef;15
12;56;1500000.0;1;0;35;F;chef;15
12;48;3000000.0;2;0;52;F;chef;15
12;48;1800000.0;1;1;84;M;chef;15
12;48;1300000.0;1;0;22;F;chef;15
12;48;1320000.0;1;1;8;M;chef;15
12;48;2570000.0;1;0;38;F;chef;15
12;48;2000000.0;1;1;23;M;chef;15
12;84;1900000.0;1;0;74;F;chef;15
